"team","team.1","gender","season","date","series","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire","umpire.1","reserve_umpire","tv_umpire","match_referee","winner","winner_runs"
"England","India","male","2011","2011/09/16","NatWest Series","5","Sophia Gardens","Cardiff","England","field","JM Bairstow","BR Doctrove","NJ Llong","RK Illingworth","M Erasmus","JJ Crowe","England","6"
"Bangladesh","New Zealand","male","2010/11","2010/10/05","New Zealand in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Shakib Al Hasan","Enamul Haque","SK Tarapore","Masudur Rahman","Sharfuddoula","J Srinath","Bangladesh","9"
"Bangladesh","New Zealand","male","2010/11","2010/10/11","New Zealand in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Bangladesh","field","Suhrawadi Shuvo","Aleem Dar","Nadir Shah","Gazi Sohel","Sharfuddoula","J Srinath","Bangladesh","7"
"Bangladesh","New Zealand","male","2010/11","2010/10/14","New Zealand in Bangladesh ODI Series","4","Shere Bangla National Stadium","Mirpur","New Zealand","field","Shakib Al Hasan","Aleem Dar","Sharfuddoula","Anisur Rahman","Nadir Shah","J Srinath","Bangladesh","9"
"Bangladesh","New Zealand","male","2010/11","2010/10/17","New Zealand in Bangladesh ODI Series","5","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Rubel Hossain","Aleem Dar","Nadir Shah","Mahabubur Rahman","Sharfuddoula","J Srinath","Bangladesh","3"
"Ireland","England","male","2011","2011/08/25","Clontarf Cricket Club Ground","Dublin","Ireland","field","EJG Morgan","SJ Davis","M Hawthorne","J Andrews","RJ Bailey","DT Jukes","England","11","D/L","0.1"
"Bangladesh","Zimbabwe","male","2010/11","2010/12/01","Zimbabwe in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","field","CB Mpofu","EAR de Silva","Enamul Haque","Masudur Rahman","Sharfuddoula","BC Broad","Zimbabwe","9"
"Bangladesh","Zimbabwe","male","2010/11","2010/12/03","Zimbabwe in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","Bangladesh","field","Abdur Razzak","EAR de Silva","Enamul Haque","Tanvir Ahmed","Sharfuddoula","BC Broad","Bangladesh","6"
"Bangladesh","Zimbabwe","male","2010/11","2010/12/06","Zimbabwe in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Zimbabwe","field","Abdur Razzak","EAR de Silva","Sharfuddoula","Mahfuzur Rahman","Nadir Shah","BC Broad","Bangladesh","65"
"Bangladesh","Zimbabwe","male","2010/11","2010/12/12","Zimbabwe in Bangladesh ODI Series","5","Zahur Ahmed Chowdhury Stadium","Chittagong","Zimbabwe","bat","Tamim Iqbal","EAR de Silva","Nadir Shah","Anisur Rahman","Enamul Haque","BC Broad","Bangladesh","6"
"West Indies","Pakistan","male","2011","2011/04/23","Pakistan in West Indies ODI Series","1","Beausejour Stadium, Gros Islet","St Lucia","West Indies","bat","Mohammad Hafeez","EAR de Silva","NA Malcolm","GO Brathwaite","PJ Nero","JJ Crowe","Pakistan","8"
"West Indies","Pakistan","male","2011","2011/04/25","Pakistan in West Indies ODI Series","2","Beausejour Stadium, Gros Islet","St Lucia","Pakistan","field","Ahmed Shehzad","EAR de Silva","NA Malcolm","GO Brathwaite","PJ Nero","JJ Crowe","Pakistan","7"
"West Indies","Pakistan","male","2011","2011/04/28","Pakistan in West Indies ODI Series","3","Kensington Oval, Bridgetown","Barbados","Pakistan","field","Misbah-ul-Haq","EAR de Silva","PJ Nero","JS Wilson","NA Malcolm","JJ Crowe","Pakistan","3"
"West Indies","Pakistan","male","2011","2011/05/02","Pakistan in West Indies ODI Series","4","Kensington Oval, Bridgetown","Barbados","West Indies","field","Mohammad Hafeez","EAR de Silva","PJ Nero","NA Malcolm","JS Wilson","JJ Crowe","West Indies","1"
"West Indies","Pakistan","male","2011","2011/05/05","Pakistan in West Indies ODI Series","5","Providence Stadium","Guyana","Pakistan","bat","LMP Simmons","EAR de Silva","NA Malcolm","PJ Nero","JS Wilson","JJ Crowe","West Indies","10"
"West Indies","India","male","2011","2011/06/06","India in West Indies ODI Series","1","Queen's Park Oval, Port of Spain","Trinidad","West Indies","bat","RG Sharma","IJ Gould","PJ Nero","JS Wilson","NA Malcolm","JJ Crowe","India","4"
"West Indies","India","male","2011","2011/06/08","India in West Indies ODI Series","2","Queen's Park Oval, Port of Spain","Trinidad","India","field","V Kohli","IJ Gould","PJ Nero","NA Malcolm","JS Wilson","JJ Crowe","India","7"
"West Indies","India","male","2011","2011/06/11","India in West Indies ODI Series","3","Sir Vivian Richards Stadium, North Sound","Antigua","India","field","AD Russell","IJ Gould","NA Malcolm","PJ Nero","GO Brathwaite","JJ Crowe","India","3"
"West Indies","India","male","2011","2011/06/13","India in West Indies ODI Series","4","Sir Vivian Richards Stadium, North Sound","Antigua","India","field","A Martin","IJ Gould","NA Malcolm","JS Wilson","GO Brathwaite","JJ Crowe","West Indies","103"
"West Indies","India","male","2011","2011/06/16","India in West Indies ODI Series","5","Sabina Park, Kingston","Jamaica","West Indies","field","AD Russell","IJ Gould","JS Wilson","GO Brathwaite","NA Malcolm","JJ Crowe","West Indies","7"
"Bangladesh","Australia","male","2011","2011/04/09","Australia in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","field","MJ Clarke","JD Cloete","Nadir Shah","Gazi Sohel","Enamul Haque","RS Mahanama","Australia","60"
"Bangladesh","Australia","male","2011","2011/04/11","Australia in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","SR Watson","JD Cloete","Sharfuddoula","Tanvir Ahmed","Nadir Shah","RS Mahanama","Australia","9"
"Bangladesh","Australia","male","2011","2011/04/13","Australia in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Australia","bat","MEK Hussey","JD Cloete","Enamul Haque","Masudur Rahman","Sharfuddoula","RS Mahanama","Australia","66"
"Scotland","Netherlands","male","2011","2011/06/29","ICC World Cricket League Championship, 2011-2013","2","Mannofield Park","Aberdeen","Scotland","field","NG Bagh","PJ Nero","RM Wylie","DT Jukes","Scotland","5","D/L","0.1"
"South Africa","Australia","male","2011/12","2011/10/19","Australia in South Africa ODI Series","1","SuperSport Park","Centurion","South Africa","field","RT Ponting","JD Cloete","IJ Gould","S George","RA Kettleborough","J Srinath","Australia","93"
"South Africa","Australia","male","2011/12","2011/10/23","Australia in South Africa ODI Series","2","St George's Park","Port Elizabeth","South Africa","bat","M Morkel","S George","RA Kettleborough","JD Cloete","IJ Gould","J Srinath","South Africa","80"
"South Africa","Australia","male","2011/12","2011/10/28","Australia in South Africa ODI Series","3","Kingsmead","Durban","South Africa","bat","SR Watson","JD Cloete","IJ Gould","S George","RA Kettleborough","J Srinath","Australia","3"
"South Africa","Sri Lanka","male","2011/12","2012/01/11","Sri Lanka in South Africa ODI Series","1","Boland Park","Paarl","South Africa","bat","M Morkel","BR Doctrove","M Erasmus","JD Cloete","RA Kettleborough","JJ Crowe","South Africa","258"
"South Africa","Sri Lanka","male","2011/12","2012/01/14","Sri Lanka in South Africa ODI Series","2","Buffalo Park","East London","South Africa","field","JP Duminy","BR Doctrove","S George","M Erasmus","NJ Llong","JJ Crowe","South Africa","5"
"South Africa","Sri Lanka","male","2011/12","2012/01/17","Sri Lanka in South Africa ODI Series","3","Chevrolet Park","Bloemfontein","Sri Lanka","bat","F du Plessis","JD Cloete","NJ Llong","S George","BR Doctrove","JJ Crowe","South Africa","4"
"South Africa","Sri Lanka","male","2011/12","2012/01/20","Sri Lanka in South Africa ODI Series","4","De Beers Diamond Oval","Kimberley","South Africa","bat","NLTC Perera","JD Cloete","BR Doctrove","S George","NJ Llong","JJ Crowe","Sri Lanka","5"
"South Africa","Sri Lanka","male","2011/12","2012/01/22","Sri Lanka in South Africa ODI Series","5","New Wanderers Stadium","Johannesburg","Sri Lanka","field","KC Sangakkara","M Erasmus","NJ Llong","JD Cloete","BR Doctrove","JJ Crowe","Sri Lanka","2"
"Sri Lanka","Australia","male","2011","2011/08/10","Australia in Sri Lanka ODI Series","1","Pallekele International Cricket Stadium","","Sri Lanka","bat","MG Johnson","EAR de Silva","AL Hill","REJ Martinesz","Asad Rauf","J Srinath","Australia","7"
"Sri Lanka","Australia","male","2011","2011/08/14","Australia in Sri Lanka ODI Series","2","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","Hambantota","Sri Lanka","bat","RT Ponting","AL Hill","RSA Palliyaguruge","EAR de Silva","Asad Rauf","J Srinath","Australia","8"
"Sri Lanka","Australia","male","2011","2011/08/16","Australia in Sri Lanka ODI Series","3","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","Hambantota","Australia","field","WU Tharanga","Asad Rauf","REJ Martinesz","RSA Palliyaguruge","AL Hill","J Srinath","Sri Lanka","78"
"Sri Lanka","Australia","male","2011","2011/08/20","Australia in Sri Lanka ODI Series","4","R Premadasa Stadium","Colombo","Sri Lanka","bat","XJ Doherty","EAR de Silva","AL Hill","REJ Martinesz","Asad Rauf","J Srinath","Australia","5"
"Sri Lanka","Australia","male","2011","2011/08/22","Australia in Sri Lanka ODI Series","5","R Premadasa Stadium","Colombo","Sri Lanka","field","SL Malinga","Asad Rauf","REJ Martinesz","RSA Palliyaguruge","AL Hill","J Srinath","Sri Lanka","4"
"Australia","India","male","2011/12","2012/02/05","Commonwealth Bank Series","1","Melbourne Cricket Ground","","India","field","MS Wade","NJ Llong","BNJ Oxenford","GC Joshua","PR Reiffel","AJ Pycroft","Australia","65"
"India","Sri Lanka","male","2011/12","2012/02/08","Commonwealth Bank Series","2","Western Australia Cricket Association Ground","Perth","true","Sri Lanka","bat","R Ashwin","NJ Llong","PR Reiffel","IH Lock","BNJ Oxenford","AJ Pycroft","India"
"Australia","Sri Lanka","male","2011/12","2012/02/10","Commonwealth Bank Series","3","Western Australia Cricket Association Ground","Perth","Sri Lanka","field","MJ Clarke","NJ Llong","BNJ Oxenford","IH Lock","PR Reiffel","AJ Pycroft","Australia","5"
"Australia","India","male","2011/12","2012/02/12","Commonwealth Bank Series","4","Adelaide Oval","","Australia","bat","G Gambhir","NJ Llong","PR Reiffel","BNJ Oxenford","AJ Pycroft","India","4","0.1"
"India","Sri Lanka","male","2011/12","2012/02/14","Commonwealth Bank Series","5","Adelaide Oval","","true","Sri Lanka","bat","MS Dhoni","SD Fry","NJ Llong","BNJ Oxenford","AJ Pycroft","tie","0.1"
"Australia","Sri Lanka","male","2011/12","2012/02/17","Commonwealth Bank Series","6","Sydney Cricket Ground","","Australia","bat","NLTC Perera","BF Bowden","SD Fry","GA Abood","BNJ Oxenford","AJ Pycroft","Sri Lanka","8"
"Australia","India","male","2011/12","2012/02/19","Commonwealth Bank Series","7","Brisbane Cricket Ground, Woolloongabba","Brisbane","Australia","bat","BW Hilfenhaus","BF Bowden","SJ Davis","PR Reiffel","BNJ Oxenford","AJ Pycroft","Australia","110"
"India","Sri Lanka","male","2011/12","2012/02/21","Commonwealth Bank Series","8","Brisbane Cricket Ground, Woolloongabba","Brisbane","true","Sri Lanka","bat","KMDN Kulasekara","BF Bowden","PR Reiffel","BNJ Oxenford","SJ Davis","BC Broad","Sri Lanka"
"Australia","Sri Lanka","male","2011/12","2012/02/24","Commonwealth Bank Series","9","Bellerive Oval","Hobart","Australia","bat","DPMD Jayawardene","BF Bowden","BNJ Oxenford","GC Joshua","SD Fry","BC Broad","Sri Lanka","3"
"Australia","India","male","2011/12","2012/02/26","Commonwealth Bank Series","10","Sydney Cricket Ground","","Australia","bat","DA Warner","BF Bowden","SJA Taufel","GA Abood","SD Fry","BC Broad","Australia","87"
"India","Sri Lanka","male","2011/12","2012/02/28","Commonwealth Bank Series","11","Bellerive Oval","Hobart","true","India","field","V Kohli","Asad Rauf","SJA Taufel","AJ Barrow","SD Fry","BC Broad","India"
"Australia","Sri Lanka","male","2011/12","2012/03/02","Commonwealth Bank Series","12","Melbourne Cricket Ground","","Sri Lanka","bat","LD Chandimal","Asad Rauf","RJ Tucker","AJ Barrow","SD Fry","BC Broad","Sri Lanka","9"
"Australia","Sri Lanka","male","2011/12","2012/03/04","Commonwealth Bank Series","1","Brisbane Cricket Ground, Woolloongabba","Brisbane","Australia","bat","DA Warner","Asad Rauf","PR Reiffel","SD Fry","BNJ Oxenford","BC Broad","Australia","15"
"Australia","Sri Lanka","male","2011/12","2012/03/06","Commonwealth Bank Series","2","Adelaide Oval","","Australia","bat","TM Dilshan","Asad Rauf","BNJ Oxenford","SD Fry","PR Reiffel","BC Broad","Sri Lanka","8"
"Australia","Sri Lanka","male","2011/12","2012/03/08","Commonwealth Bank Series","3","Adelaide Oval","","Sri Lanka","field","CJ McKay","Asad Rauf","BNJ Oxenford","AP Ward","SD Fry","BC Broad","Australia","16"
"New Zealand","Zimbabwe","male","2011/12","2012/02/03","Zimbabwe in New Zealand ODI Series","1","University Oval","Dunedin","Zimbabwe","field","MJ Guptill","Enamul Haque","CB Gaffaney","GAV Baxter","RJ Tucker","DC Boon","New Zealand","90"
"New Zealand","Zimbabwe","male","2011/12","2012/02/06","Zimbabwe in New Zealand ODI Series","2","Cobham Oval (New)","Whangarei","Zimbabwe","field","RJ Nicol","AL Hill","RJ Tucker","BG Frost","Enamul Haque","DC Boon","New Zealand","141"
"New Zealand","Zimbabwe","male","2011/12","2012/02/09","Zimbabwe in New Zealand ODI Series","3","McLean Park","Napier","New Zealand","bat","BB McCullum","GAV Baxter","Enamul Haque","CB Gaffaney","RJ Tucker","DC Boon","New Zealand","202"
"New Zealand","South Africa","male","2011/12","2012/02/25","South Africa in New Zealand ODI Series","1","Westpac Stadium","Wellington","New Zealand","bat","AB de Villiers","CB Gaffaney","RK Illingworth","GAV Baxter","Aleem Dar","RS Mahanama","South Africa","6"
"New Zealand","South Africa","male","2011/12","2012/02/29","South Africa in New Zealand ODI Series","2","McLean Park","Napier","South Africa","field","M Morkel","Aleem Dar","GAV Baxter","CB Gaffaney","RK Illingworth","RS Mahanama","South Africa","6"
"New Zealand","South Africa","male","2011/12","2012/03/03","South Africa in New Zealand ODI Series","3","Eden Park","Auckland","South Africa","field","M de Lange","CB Gaffaney","RK Illingworth","BG Frost","Aleem Dar","RS Mahanama","South Africa","5"
"India","England","male","2011/12","2011/10/14","England in India ODI Series","1","Rajiv Gandhi International Stadium, Uppal","Hyderabad","India","bat","MS Dhoni","BF Bowden","SK Tarapore","K Srinath","S Asnani","RS Mahanama","India","126"
"India","England","male","2011/12","2011/10/17","England in India ODI Series","2","Feroz Shah Kotla","Delhi","England","bat","V Kohli","BF Bowden","SK Tarapore","VA Kulkarni","S Asnani","RS Mahanama","India","8"
"India","England","male","2011/12","2011/10/20","England in India ODI Series","3","Punjab Cricket Association Stadium, Mohali","Chandigarh","England","bat","AM Rahane","S Asnani","BF Bowden","VA Kulkarni","S Ravi","RS Mahanama","India","5"
"India","England","male","2011/12","2011/10/23","England in India ODI Series","4","Wankhede Stadium","Mumbai","England","bat","SK Raina","S Asnani","BF Bowden","VA Kulkarni","S Ravi","RS Mahanama","India","6"
"India","England","male","2011/12","2011/10/25","England in India ODI Series","5","Eden Gardens","Kolkata","England","field","RA Jadeja","S Asnani","BF Bowden","VA Kulkarni","S Ravi","RS Mahanama","India","95"
